source_image_id,design,kind,depth_um,expected_photons,replicate,panoptic_quality,segmentation_quality,recognition_quality,true_positives,false_positives,false_negatives,predicted_count,target_count,absolute_count_error,percentage_count_error,foreground_dice
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,deterministic,-2.0,100,-1,0.5470313725592165,0.8400838935730824,0.6511627906976745,56,47,13,103,69,34,0.4927536231884058,0.8343579234972678
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,deterministic,0.0,100,-1,0.5482401284905883,0.841940197324832,0.6511627906976745,56,47,13,103,69,34,0.4927536231884058,0.8352694169051306
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,deterministic,2.0,100,-1,0.5473274680921619,0.8405386117129628,0.6511627906976745,56,47,13,103,69,34,0.4927536231884058,0.8344134986785932
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,deterministic,4.0,100,-1,0.5141831389332095,0.8314450757217856,0.618421052631579,47,36,22,83,69,14,0.2028985507246377,0.7464645072363887
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,deterministic,6.0,100,-1,0.32914804989930124,0.789955319758323,0.4166666666666667,20,7,49,27,69,42,0.6086956521739131,0.3189811331271075
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,50,0,0.5614744859043304,0.8006210261969154,0.7012987012987013,54,31,15,85,69,16,0.2318840579710145,0.7350676052411486
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,50,1,0.5421086467049361,0.8078481794034342,0.6710526315789473,51,32,18,83,69,14,0.2028985507246377,0.730361270025397
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,50,2,0.5461533669160373,0.8034756263284011,0.6797385620915033,52,32,17,84,69,15,0.21739130434782608,0.7524479430296895
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,50,3,0.5780855205607103,0.8180455479632693,0.7066666666666667,53,28,16,81,69,12,0.17391304347826086,0.7580966971888695
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,200,0,0.5855675696988768,0.8321223358878777,0.7037037037037037,57,36,12,93,69,24,0.34782608695652173,0.8160019919492053
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,200,1,0.5992880452978444,0.832908808719038,0.7195121951219512,59,36,10,95,69,26,0.37681159420289856,0.8100170016344567
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,200,2,0.5913213405716156,0.8351117178248254,0.7080745341614907,57,35,12,92,69,23,0.3333333333333333,0.8170497604620495
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,-6.0,200,3,0.5995643082837198,0.8321539106351628,0.7204968944099379,58,34,11,92,69,23,0.3333333333333333,0.817221258476581
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,50,0,0.5393145585388044,0.8199782573702229,0.6577181208053692,49,31,20,80,69,11,0.15942028985507245,0.7396453411867911
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,50,1,0.564783225133394,0.8045496886334197,0.7019867549668874,53,29,16,82,69,13,0.18840579710144928,0.7640554540721326
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,50,2,0.5633411572014047,0.8179280263212702,0.6887417218543046,52,30,17,82,69,13,0.18840579710144928,0.7426677310749367
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,50,3,0.5641703223763719,0.8124052642219755,0.6944444444444444,50,25,19,75,69,6,0.08695652173913043,0.7299054806565064
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,200,0,0.599723876999116,0.8323753810073937,0.7204968944099379,58,34,11,92,69,23,0.3333333333333333,0.8125591512112508
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,200,1,0.5844823859125993,0.8263371662902266,0.7073170731707317,58,37,11,95,69,26,0.37681159420289856,0.8143994598555773
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,200,2,0.5897696699339136,0.838093741485035,0.7037037037037037,57,36,12,93,69,24,0.34782608695652173,0.8171658986175115
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,image_fidelity,poisson,6.0,200,3,0.5752573000156025,0.8372048205584216,0.6871165644171779,56,38,13,94,69,25,0.36231884057971014,0.8089990817263545
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,deterministic,-6.0,100,-1,0.5077981043630235,0.8003339688330263,0.6344827586206897,46,30,23,76,69,7,0.10144927536231885,0.710165165888188
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,deterministic,-4.0,100,-1,0.5406954049803214,0.8307047585606756,0.650887573964497,55,45,14,100,69,31,0.4492753623188406,0.8168651324591919
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,deterministic,-2.0,100,-1,0.5574134385406184,0.8460739692134387,0.6588235294117647,56,45,13,101,69,32,0.463768115942029,0.8366851995446521
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,deterministic,0.0,100,-1,0.5628436560284252,0.8543162636145739,0.6588235294117647,56,45,13,101,69,32,0.463768115942029,0.8408498994494445
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,deterministic,2.0,100,-1,0.5509928566320558,0.8515344147949953,0.6470588235294118,55,46,14,101,69,32,0.463768115942029,0.8364823424671085
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,deterministic,4.0,100,-1,0.5374317162988804,0.8305762888255425,0.6470588235294118,55,46,14,101,69,32,0.463768115942029,0.8234523473905906
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,deterministic,6.0,100,-1,0.5143377522214521,0.7988650194077873,0.6438356164383562,47,30,22,77,69,8,0.11594202898550725,0.7162172499521897
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,50,0,0.5637580683866646,0.808407796177104,0.6973684210526315,53,30,16,83,69,14,0.2028985507246377,0.7469442239070311
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,50,1,0.573821246354522,0.8033497448963309,0.7142857142857143,55,30,14,85,69,16,0.2318840579710145,0.7696726914058782
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,50,2,0.5922773524349477,0.8130352747061554,0.7284768211920529,55,27,14,82,69,13,0.18840579710144928,0.7672727272727272
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,50,3,0.5750808687602352,0.8183843132357194,0.7027027027027027,52,27,17,79,69,10,0.14492753623188406,0.7441736630043132
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,200,0,0.5736959356043358,0.8259243210855525,0.6946107784431138,58,40,11,98,69,29,0.42028985507246375,0.8234850974137862
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,200,1,0.549997180225685,0.8249957703385274,0.6666666666666666,56,43,13,99,69,30,0.43478260869565216,0.8139722361059607
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,200,2,0.5905881767248236,0.8208174659565344,0.7195121951219512,59,36,10,95,69,26,0.37681159420289856,0.8114835034804677
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,-6.0,200,3,0.5834354217261476,0.824856975543864,0.7073170731707317,58,37,11,95,69,26,0.37681159420289856,0.8204849830264043
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,50,0,0.5811099804383097,0.815789010999935,0.7123287671232876,52,25,17,77,69,8,0.11594202898550725,0.7415995107209671
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,50,1,0.5260295882928627,0.7995649742051514,0.6578947368421053,50,33,19,83,69,14,0.2028985507246377,0.7287987285487241
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,50,2,0.5738881867036265,0.8175199640778076,0.7019867549668874,53,29,16,82,69,13,0.18840579710144928,0.7428751487991037
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,50,3,0.5476985460244137,0.8161782254481459,0.6710526315789473,51,32,18,83,69,14,0.2028985507246377,0.7603004461116418
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,200,0,0.5848204561684672,0.8128013119629545,0.7195121951219512,59,36,10,95,69,26,0.37681159420289856,0.8085223501222335
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,200,1,0.5877391801177804,0.821838684062998,0.7151515151515152,59,37,10,96,69,27,0.391304347826087,0.8175241547848322
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,200,2,0.5955934826891244,0.8139777596751366,0.7317073170731707,60,35,9,95,69,26,0.37681159420289856,0.8160034923765946
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,exact_task,poisson,6.0,200,3,0.5471726386529584,0.8207589579794377,0.6666666666666666,56,43,13,99,69,30,0.43478260869565216,0.8214173329998306
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,deterministic,-6.0,100,-1,0.35458764103000695,0.7897633822941064,0.4489795918367347,22,7,47,29,69,40,0.5797101449275363,0.34704869180085846
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,deterministic,-4.0,100,-1,0.5165209526900577,0.8274876486973374,0.6242038216560509,49,39,20,88,69,19,0.2753623188405797,0.765322976652828
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,deterministic,-2.0,100,-1,0.548283309415103,0.8420065108874795,0.6511627906976745,56,47,13,103,69,34,0.4927536231884058,0.8350656321670814
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,deterministic,0.0,100,-1,0.550393122339652,0.8452465807358942,0.6511627906976745,56,47,13,103,69,34,0.4927536231884058,0.8367315503165814
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,deterministic,2.0,100,-1,0.5481653859860767,0.8418254141929035,0.6511627906976745,56,47,13,103,69,34,0.4927536231884058,0.8349394553010158
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,deterministic,4.0,100,-1,0.5199684951559277,0.8277049514727012,0.6282051282051282,49,38,20,87,69,18,0.2608695652173913,0.7604789882046912
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,deterministic,6.0,100,-1,0.35085300022249327,0.7894192505006099,0.4444444444444444,22,8,47,30,69,39,0.5652173913043478,0.34374364880428154
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,50,0,0.5816140695068368,0.803684896045811,0.7236842105263158,55,28,14,83,69,14,0.2028985507246377,0.777636969654885
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,50,1,0.565581247835511,0.8064769645061916,0.7012987012987013,54,31,15,85,69,16,0.2318840579710145,0.7664087478663212
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,50,2,0.61398166691634,0.8149211215435059,0.7534246575342466,55,22,14,77,69,8,0.11594202898550725,0.7730562190296246
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,50,3,0.5565285751155218,0.8137917843670367,0.6838709677419355,53,33,16,86,69,17,0.2463768115942029,0.7518205247954612
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,200,0,0.5905728688136747,0.8298567035916291,0.7116564417177914,58,36,11,94,69,25,0.36231884057971014,0.8265134300053949
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,200,1,0.5978834485695714,0.824666825613202,0.725,58,33,11,91,69,22,0.3188405797101449,0.8213934653481983
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,200,2,0.6017086565513806,0.8286689392856733,0.7261146496815286,57,31,12,88,69,19,0.2753623188405797,0.8095717075067409
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,-6.0,200,3,0.5936929155664848,0.8291228648428495,0.7160493827160493,58,35,11,93,69,24,0.34782608695652173,0.8187051193917357
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,50,0,0.602127790784988,0.8046616840490294,0.7482993197278912,55,23,14,78,69,9,0.13043478260869565,0.7626748676617443
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,50,1,0.5680551531576771,0.8247723858347041,0.6887417218543046,52,30,17,82,69,13,0.18840579710144928,0.761649601216687
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,50,2,0.5843837391532286,0.817055042704977,0.7152317880794702,54,28,15,82,69,13,0.18840579710144928,0.759715065435554
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,50,3,0.5758664261909919,0.8177303251912085,0.704225352112676,50,23,19,73,69,4,0.057971014492753624,0.7139365661278676
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,200,0,0.5990946892422032,0.831502111793058,0.7204968944099379,58,34,11,92,69,23,0.3333333333333333,0.8089595925353266
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,200,1,0.5793170453076314,0.8283217402205607,0.6993865030674846,57,37,12,94,69,25,0.36231884057971014,0.8248306922987764
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,200,2,0.60083117388356,0.8287326536324965,0.725,58,33,11,91,69,22,0.3188405797101449,0.8068620730014882
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4,surrogate,poisson,6.0,200,3,0.5801458039777363,0.8295067197225529,0.6993865030674846,57,37,12,94,69,25,0.36231884057971014,0.8097252108530583
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,deterministic,-6.0,100,-1,0.5880583362375528,0.8190812540451627,0.717948717948718,56,29,15,85,71,14,0.19718309859154928,0.8570061134740246
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,deterministic,-4.0,100,-1,0.5861287815839099,0.838061328054187,0.6993865030674846,57,35,14,92,71,21,0.29577464788732394,0.8851102782431476
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,deterministic,-2.0,100,-1,0.6172459272092488,0.8421745278024496,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8948737854138763
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,deterministic,0.0,100,-1,0.6317934749666438,0.8423912999555251,0.75,60,29,11,89,71,18,0.2535211267605634,0.8948464163822526
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,deterministic,2.0,100,-1,0.6172459272092488,0.8421745278024496,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8948737854138763
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,deterministic,4.0,100,-1,0.5861287815839099,0.838061328054187,0.6993865030674846,57,35,14,92,71,21,0.29577464788732394,0.8851102782431476
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,deterministic,6.0,100,-1,0.5880583362375528,0.8190812540451627,0.717948717948718,56,29,15,85,71,14,0.19718309859154928,0.8570061134740246
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,50,0,0.5904296582053202,0.8092958246090165,0.7295597484276729,58,30,13,88,71,17,0.23943661971830985,0.8612626208774534
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,50,1,0.6057136965441359,0.8059072064188927,0.7515923566878981,59,27,12,86,71,15,0.2112676056338028,0.858071914161684
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,50,2,0.597087762883643,0.8096105259439227,0.7375,59,30,12,89,71,18,0.2535211267605634,0.867197480375694
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,50,3,0.6228172363441331,0.8014943123444992,0.7770700636942676,61,25,10,86,71,15,0.2112676056338028,0.8569135387916561
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,200,0,0.6189112278436523,0.8200573768928392,0.7547169811320755,60,28,11,88,71,17,0.23943661971830985,0.8851349136093899
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,200,1,0.6114081724123404,0.829028030389614,0.7375,59,30,12,89,71,18,0.2535211267605634,0.8858057630736392
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,200,2,0.6254047415544279,0.8234495763799967,0.759493670886076,60,27,11,87,71,16,0.22535211267605634,0.884948791478902
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,-6.0,200,3,0.6210981182905567,0.8316398533043047,0.7468354430379747,59,28,12,87,71,16,0.22535211267605634,0.8806356487549148
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,50,0,0.6091644808836594,0.8104985042265638,0.7515923566878981,59,27,12,86,71,15,0.2112676056338028,0.8677048203101395
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,50,1,0.6156996922054523,0.8055404306354668,0.7643312101910829,60,26,11,86,71,15,0.2112676056338028,0.8631069231775945
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,50,2,0.6112027730230947,0.8132104691917446,0.7515923566878981,59,27,12,86,71,15,0.2112676056338028,0.8558652433971398
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,50,3,0.6203221808774854,0.806418835140731,0.7692307692307693,60,25,11,85,71,14,0.19718309859154928,0.8621287189124546
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,200,0,0.6008263965264689,0.8287260641744398,0.725,58,31,13,89,71,18,0.2535211267605634,0.882839927499551
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,200,1,0.6162689931490122,0.8216919908653496,0.75,60,29,11,89,71,18,0.2535211267605634,0.8823953115280097
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,200,2,0.6143801550035196,0.8242933746297221,0.7453416149068323,60,30,11,90,71,19,0.2676056338028169,0.8810238996996212
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,clear,poisson,6.0,200,3,0.6011365695553188,0.8201948110034435,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8794570120927795
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,deterministic,-6.0,100,-1,0.5880583362375528,0.8190812540451627,0.717948717948718,56,29,15,85,71,14,0.19718309859154928,0.8570061134740246
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,deterministic,-4.0,100,-1,0.5861287815839099,0.838061328054187,0.6993865030674846,57,35,14,92,71,21,0.29577464788732394,0.8851102782431476
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,deterministic,-2.0,100,-1,0.6172459272092488,0.8421745278024496,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8948737854138763
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,deterministic,0.0,100,-1,0.6317934749666438,0.8423912999555251,0.75,60,29,11,89,71,18,0.2535211267605634,0.8948464163822526
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,deterministic,2.0,100,-1,0.6172459272092488,0.8421745278024496,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8948737854138763
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,deterministic,4.0,100,-1,0.5861287815839099,0.838061328054187,0.6993865030674846,57,35,14,92,71,21,0.29577464788732394,0.8851102782431476
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,deterministic,6.0,100,-1,0.5880583362375528,0.8190812540451627,0.717948717948718,56,29,15,85,71,14,0.19718309859154928,0.8570061134740246
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,50,0,0.5904296582053202,0.8092958246090165,0.7295597484276729,58,30,13,88,71,17,0.23943661971830985,0.8612626208774534
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,50,1,0.6057136965441359,0.8059072064188927,0.7515923566878981,59,27,12,86,71,15,0.2112676056338028,0.858071914161684
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,50,2,0.597087762883643,0.8096105259439227,0.7375,59,30,12,89,71,18,0.2535211267605634,0.867197480375694
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,50,3,0.6228172363441331,0.8014943123444992,0.7770700636942676,61,25,10,86,71,15,0.2112676056338028,0.8569135387916561
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,200,0,0.6189112278436523,0.8200573768928392,0.7547169811320755,60,28,11,88,71,17,0.23943661971830985,0.8851349136093899
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,200,1,0.6114081724123404,0.829028030389614,0.7375,59,30,12,89,71,18,0.2535211267605634,0.8858057630736392
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,200,2,0.6254047415544279,0.8234495763799967,0.759493670886076,60,27,11,87,71,16,0.22535211267605634,0.884948791478902
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,-6.0,200,3,0.6210981182905567,0.8316398533043047,0.7468354430379747,59,28,12,87,71,16,0.22535211267605634,0.8806356487549148
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,50,0,0.6091644808836594,0.8104985042265638,0.7515923566878981,59,27,12,86,71,15,0.2112676056338028,0.8677048203101395
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,50,1,0.6156996922054523,0.8055404306354668,0.7643312101910829,60,26,11,86,71,15,0.2112676056338028,0.8631069231775945
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,50,2,0.6112027730230947,0.8132104691917446,0.7515923566878981,59,27,12,86,71,15,0.2112676056338028,0.8558652433971398
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,50,3,0.6203221808774854,0.806418835140731,0.7692307692307693,60,25,11,85,71,14,0.19718309859154928,0.8621287189124546
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,200,0,0.6008263965264689,0.8287260641744398,0.725,58,31,13,89,71,18,0.2535211267605634,0.882839927499551
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,200,1,0.6162689931490122,0.8216919908653496,0.75,60,29,11,89,71,18,0.2535211267605634,0.8823953115280097
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,200,2,0.6143801550035196,0.8242933746297221,0.7453416149068323,60,30,11,90,71,19,0.2676056338028169,0.8810238996996212
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,cubic,poisson,6.0,200,3,0.6011365695553188,0.8201948110034435,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8794570120927795
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,image_fidelity,deterministic,-6.0,100,-1,0.5880208802091078,0.8190290831484001,0.717948717948718,56,29,15,85,71,14,0.19718309859154928,0.8568409835917534
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,image_fidelity,deterministic,-4.0,100,-1,0.5859226390729145,0.8377665804288165,0.6993865030674846,57,35,14,92,71,21,0.29577464788732394,0.8844772201305654
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,image_fidelity,deterministic,-2.0,100,-1,0.6169057806704824,0.8417104295588785,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8946807149255641
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,image_fidelity,deterministic,0.0,100,-1,0.631762270293659,0.8423496937248787,0.75,60,29,11,89,71,18,0.2535211267605634,0.8949663370054014
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,image_fidelity,deterministic,2.0,100,-1,0.6171971922365846,0.84210803347534,0.7329192546583851,59,31,12,90,71,19,0.2676056338028169,0.8948500051192793
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD,image_fidelity,deterministic,4.0,100,-1,0.5854875966240103,0.83714454605012,0.6993865030674846,57,35,14,92,71,21,0.29577464788732394,0.884247426953098
